Customer	City	Channel	Segment	Urbanicity	Traffic	Traffic Index	Equipment (Y/N)	# of doors	Sales 2025 CS
10308	меяеазп	Hotels	Seasonal High Traffic	4	13385,44	Medium	Yes	2	0
10309	меяеазп	FSR	Seasonal High Traffic	2	36296,82	High	Yes	3,6	716
10310	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	18210	Medium	Yes	5	707
10311	меяеазп	Supermarket	Seasonal High Traffic	7	28718,6	High	Yes	2	142,041
10312	пюбдю	FSR	Seasonal Low/Mid Traffic	4	18394,25	Medium	Yes	1	73
10313	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	2	48
10314	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	2,5	440
10315	янгнонк	Hotels	Residential	4	28627,76	High	Yes	1,6	40
10316	меяеазп	FSR	Residential	2	37513,73	High	No	0	0
10317	меяеазп	Hotels	Residential	2	33635,18	High	Yes	1	24
10318	меяеазп	Qsr	Seasonal High Traffic	2	47408,51	High	Yes	2	0
10319	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	9812,36	Low	Yes	2	125
10320	пюбдю	FSR	Seasonal Low/Mid Traffic	4	11935,92	Medium	Yes	2	400
10321	меяеазп	Cafe	Residential	2	36597,38	High	Yes	0,7	0
10322	меяеазп	FSR	Residential	2	38647,8	High	Yes	3	209
10323	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	1	0
10324	якзмвеб апъц	FSR	Seasonal High Traffic	1	34054,57	High	Yes	3	514
10325	меяеазп	FSR	Seasonal High Traffic	2	27618	High	Yes	4	105
10326	меяеазп	Cafe	Seasonal High Traffic	2	47534,2	High	Yes	1	94
10327	меяеазп	Hotels	Residential	2	15153,74	Medium	No	0	0
10328	меяеазп	Hotels	Residential	2	26151,1	High	Yes	1	411
10329	якзмвеб апъц	Qsr	Seasonal High Traffic	1	41570,66	High	Yes	5,5	0
10330	йхрем	Hotels	Seasonal Low/Mid Traffic	3	14396,65	Medium	Yes	1	60
10331	опхлнпяйн	FSR	Residential	3	26162	High	Yes	5	0
10332	ясмцспкюпе	Cafe	Residential	8	1682,48	Low	Yes	1,3	326
10333	меяеазп	FSR	Seasonal High Traffic	7	30687,93	High	Yes	2	106
10334	меяеазп	Hotels	Seasonal Low/Mid Traffic	4	11356,41	Medium	Yes	1	0
10335	меяеазп	Cafe	Seasonal High Traffic	2	62929,25	High	Yes	4	709
10336	яхмелнпеж	Supermarket	Rural Affordable	6	6150,13	Low	Yes	2	476,5
10337	меяеазп	Supermarket	Seasonal High Traffic	2	38600,09	High	Yes	2	47
10338	пюбдю	FSR	Seasonal Low/Mid Traffic	4	15146,67	Medium	Yes	3	418
10339	меяеазп	Bar	Residential	2	39991,84	High	Yes	2,3	0
10340	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	4	10322,39	Low	Yes	1,4	0
10341	пюбдю	Cafe	Seasonal Low/Mid Traffic	4	11582,41	Medium	Yes	1	0
10342	меяеазп	Hotels	Seasonal Low/Mid Traffic	4	11754,15	Medium	Yes	2	29
10343	яберх бкюя	FSR	Seasonal Low/Mid Traffic	4	11535,08	Medium	Yes	2	0
10344	якзмвеб апъц	FSR	Seasonal High Traffic	1	54021,63	High	Yes	1	331
10345	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	39381	High	Yes	8,2	1436,084
10346	меяеазп	Qsr	Residential	2	43151,63	High	Yes	2	0
10347	юуекни	Supermarket	Rural Affordable	8	10747,23	Medium	Yes	1	0
10348	якзмвеб апъц	Hotels	Seasonal High Traffic	1	26036,9	High	Yes	1,5	667,917
10349	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	3	22338,38	Medium	No	0	532,1
10350	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	1	0
10351	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	4	5785,88	Low	No	0	0
10352	аъкю	Qsr	Seasonal Low/Mid Traffic	4	11590,31	Medium	Yes	5	0
10353	юурнонк	Supermarket	Rural Affordable	5	9643,09	Low	No	0	0
10354	кнгемеж	Hotels	Residential	3	18682,05	Medium	Yes	1	112
10355	якзмвеб апъц	FSR	Seasonal High Traffic	1	44736,67	High	Yes	1	0
10356	яхмелнпеж	Supermarket	Rural Affordable	9	6113,09	Low	No	0	0
10357	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	40425,71	High	Yes	4,2	858,04
10358	аспцюя	FSR	Urban High Traffic	3	50714,4	High	Yes	0,3	0
10359	аспцюя	Qsr	Urban High Traffic	3	67756,14	High	No	0	29
10360	онлнпхе	Hotels	Seasonal High Traffic	5	10233,68	Low	Yes	0	0
10361	меяеазп	FSR	Seasonal High Traffic	2	37264,36	High	Yes	1	0
10362	меяеазп	Supermarket	Seasonal Low/Mid Traffic	4	11102,09	Medium	Yes	1	0
10363	нагнп	Qsr	Seasonal Low/Mid Traffic	5	23104,47	Medium	Yes	0,7	0
10364	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	14794,17	Medium	Yes	3	281
10365	якзмвеб апъц	FSR	Seasonal High Traffic	1	29041	High	Yes	0,3	313
10366	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	26085,75	High	Yes	6	1291,667
10367	якзмвеб апъц	Qsr	Seasonal High Traffic	1	57897,5	High	Yes	3,3	642,25
10368	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	38089,5	High	Yes	4,5	1667,76
10369	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23883,69	Medium	Yes	2	0
10370	нагнп	Bar	Seasonal Low/Mid Traffic	7	2352,48	Low	Yes	21	0
10371	пюбдю	FSR	Seasonal Low/Mid Traffic	4	16532,9	Medium	Yes	1	0
10372	меяеазп	Cafe	Seasonal High Traffic	2	49869,57	High	No	0	145
10373	опхлнпяйн	Bar	Residential	3	25306,09	Medium	No	0	0
10374	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	12926,13	Medium	Yes	1	0
10375	опхлнпяйн	FSR	Residential	3	22653,85	Medium	Yes	1,8	38
10376	якзмвеб апъц	Bar	Seasonal High Traffic	1	42917,75	High	Yes	0,6	0
10377	кнгемеж	Hotels	Seasonal Low/Mid Traffic	7	13935,61	Medium	No	0	0
10378	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	19626,14	Medium	Yes	6,7	183
10379	онлнпхе	Supermarket	Seasonal High Traffic	5	9369,73	Low	Yes	2,5	444
10380	йхрем	Cafe	Seasonal Low/Mid Traffic	3	9625,66	Low	Yes	1	130
10381	опхлнпяйн	Cafe	Seasonal Low/Mid Traffic	3	26368,88	High	No	0	0
10382	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	13498,4	Medium	Yes	1	0
10383	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	29959,51	High	Yes	6	0
10384	аспцюя	Hotels	Seasonal High Traffic	3	42448	High	Yes	2	142
10385	пюбдю	FSR	Seasonal Low/Mid Traffic	4	16260	Medium	Yes	5	421
10386	якзмвеб апъц	Hotels	Residential	5	30551,55	High	Yes	1	18
10387	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	16339,77	Medium	Yes	2	95
10388	аъкю	Bar	Seasonal Low/Mid Traffic	4	7075,34	Low	Yes	3	60,5
10389	бюпбюпю	Supermarket	Residential	9	6460,07	Low	Yes	2	0
10390	якзмвеб апъц	Hotels	Seasonal High Traffic	1	34602,5	High	Yes	2	81
10391	яхмелнпеж	Hotels	Rural Affordable	6	5887	Low	Yes	2	91
10392	якзмвеб апъц	Qsr	Seasonal High Traffic	1	29513	High	Yes	0,6	37
10393	опхлнпяйн	Hotels	Residential	3	18682,05	Medium	Yes	1	0
10394	йхрем	FSR	Seasonal Low/Mid Traffic	3	13053	Medium	Yes	1	20
10395	жюпебн	Hotels	Residential	5	5233,83	Low	Yes	3,3	101,83
10396	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	1	0
10397	меяеазп	Hotels	Seasonal High Traffic	7	32292,5	High	Yes	2	0
10398	меяеазп	Supermarket	Seasonal Low/Mid Traffic	4	15934,91	Medium	Yes	1	225
10399	якзмвеб апъц	Qsr	Seasonal High Traffic	1	35587,33	High	Yes	0	0
10400	екемхре	FSR	Seasonal Low/Mid Traffic	8	2291,39	Low	Yes	3	47
10401	жюпебн	FSR	Residential	5	7472,06	Low	Yes	1	0
10402	яхмелнпеж	FSR	Rural Affordable	6	6040,15	Low	Yes	4	247
10403	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	25348	Medium	Yes	6,2	818
10404	йхрем	Hotels	Seasonal Low/Mid Traffic	3	11701,89	Medium	Yes	2	0
10405	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	7662,2	Low	Yes	2	0
10406	пюбдю	FSR	Seasonal Low/Mid Traffic	4	13918,58	Medium	Yes	1	0
10407	нагнп	Hotels	Urban High Traffic	3	63104,64	High	Yes	1	128
10408	меяеазп	FSR	Seasonal High Traffic	2	34254,67	High	Yes	1	372
10409	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	20120,7	Medium	Yes	1,7	81
10410	меяеазп	Hotels	Seasonal High Traffic	2	33786,47	High	Yes	1	0
10411	жюпебн	Bar	Seasonal Low/Mid Traffic	5	13016,67	Medium	No	0	44
10412	меяеазп	Qsr	Residential	2	24925,17	Medium	Yes	6	0
10413	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	18485,91	Medium	Yes	2	777,5
10414	пюбдю	FSR	Seasonal Low/Mid Traffic	4	14583,4	Medium	No	0	0
10415	меяеазп	FSR	Seasonal High Traffic	2	38289,8	High	Yes	4	207
10416	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	13193,91	Medium	Yes	1	0
10417	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	1,5	124
10418	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	18742,33	Medium	Yes	8,2	978,583
10419	янгнонк	FSR	Residential	4	32781,64	High	Yes	2,5	224
10420	бюпбюпю	FSR	Residential	9	8100,46	Low	Yes	4	441
10421	меяеазп	FSR	Residential	2	36414	High	Yes	2	0
10422	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	27859,38	High	No	0	272
10423	якзмвеб апъц	Hotels	Seasonal High Traffic	1	26832,28	High	Yes	3	26
10424	якзмвеб апъц	Hotels	Seasonal High Traffic	2	16313,77	Medium	Yes	0	34
10425	якзмвеб апъц	FSR	Seasonal High Traffic	1	35620,14	High	Yes	4	182
10426	опхлнпяйн	Hotels	Residential	3	10433,58	Low	Yes	1	0
10427	йхрем	Hotels	Seasonal Low/Mid Traffic	3	10991,9	Medium	Yes	4	229,33
10428	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	16397,54	Medium	Yes	1,5	0
10429	йхрем	FSR	Seasonal Low/Mid Traffic	3	17437,47	Medium	Yes	2	151
10430	опхлнпяйн	Hotels	Residential	3	13679,81	Medium	Yes	1	0
10431	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	1	0
10432	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	22343,38	Medium	Yes	7,7	1698
10433	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	1	0
10434	меяеазп	FSR	Residential	2	14986,64	Medium	Yes	2	0
10435	вепмнлнпеж	Qsr	Residential	5	5687,64	Low	Yes	1	0
10436	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	11625,4	Medium	Yes	1,3	0
10437	юуекни	Qsr	Rural Affordable	6	4687	Low	Yes	1	0
10438	якзмвеб апъц	Hotels	Seasonal High Traffic	1	42760,3	High	Yes	1	0
10439	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	39149,66	High	Yes	3,5	181
10440	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	27037,8	High	Yes	5,7	1201,083
10441	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	38654,85	High	Yes	5,7	376,167
10442	якзмвеб апъц	Hotels	Seasonal High Traffic	1	32062	High	Yes	1	0
10443	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	38881,5	High	Yes	5	306,166
10444	якзмвеб апъц	Hotels	Seasonal High Traffic	1	27422	High	Yes	1	0
10445	якзмвеб апъц	Bar	Seasonal High Traffic	1	33990	High	Yes	1	0
10446	кнгемеж	Qsr	Seasonal Low/Mid Traffic	7	12738,92	Medium	Yes	10	28,5
10447	екемхре	Bar	Seasonal Low/Mid Traffic	4	5952	Low	No	0	0
10448	меяеазп	FSR	Seasonal High Traffic	2	38083,4	High	Yes	1	0
10449	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	29886,14	High	Yes	5	1018
10450	якзмвеб апъц	FSR	Seasonal High Traffic	2	29501,17	High	Yes	2	102
10451	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	13035,04	Medium	Yes	5	0
10452	юурнонк	Hotels	Rural Affordable	5	6760,55	Low	No	0	0
10453	аспцюя	Qsr	Urban High Traffic	3	67756,14	High	Yes	1	0
10454	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	11247,05	Medium	Yes	1	0
10455	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	13692,5	Medium	Yes	1	0
10456	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	24493,67	Medium	Yes	4,5	1700
10457	меяеазп	FSR	Seasonal High Traffic	2	37264,36	High	Yes	5	1998,5
10458	опхлнпяйн	Qsr	Residential	3	27673,51	High	Yes	9	2704,458
10459	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23021,54	Medium	Yes	1	111
10460	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	21834,45	Medium	Yes	1	63
10461	нагнп	Hotels	Seasonal Low/Mid Traffic	5	17340,33	Medium	Yes	1,7	0
10462	якзмвеб апъц	Cafe	Seasonal High Traffic	2	28076,33	High	Yes	7,3	0
10463	якзмвеб апъц	Hotels	Seasonal High Traffic	1	22247,38	Medium	Yes	2	0
10464	янгнонк	Qsr	Residential	10	69,33	Low	No	0	0
10465	онлнпхе	Bar	Residential	5	14625,42	Medium	No	0	0
10466	меяеазп	Cafe	Residential	2	45385,2	High	Yes	1	110
10467	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	27131,34	High	Yes	4,5	1246,458
10468	якзмвеб апъц	Bar	Seasonal High Traffic	1	26078,01	High	Yes	8	479
10469	якзмвеб апъц	FSR	Seasonal High Traffic	1	28991,33	High	Yes	3	92
10470	якзмвеб апъц	Hotels	Seasonal High Traffic	1	44868,23	High	Yes	3,6	0
10471	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	19671,65	Medium	Yes	4	129
10472	опхлнпяйн	Bar	Residential	3	10245,55	Low	Yes	1	14
10473	якзмвеб апъц	Hotels	Seasonal High Traffic	2	18221,46	Medium	Yes	2,3	110
10474	онлнпхе	Qsr	Residential	5	15504,82	Medium	Yes	2	0
10475	юуекни	FSR	Rural Affordable	8	1151,44	Low	Yes	3,4	125
10476	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	53905,85	High	Yes	7	817,5
10477	якзмвеб апъц	Hotels	Seasonal High Traffic	1	30484,47	High	Yes	0	222
10478	якзмвеб апъц	Bar	Seasonal High Traffic	1	26964,15	High	Yes	0	0
10479	аспцюя	Cafe	Urban High Traffic	3	70260,75	High	No	0	0
10480	ясмцспкюпе	FSR	Residential	8	1675,55	Low	Yes	1	34
10481	нагнп	Qsr	Seasonal Low/Mid Traffic	5	20501,88	Medium	Yes	1	47,917
10482	янгнонк	Bar	Residential	4	28627,76	High	Yes	0,6	0
10483	янгнонк	FSR	Residential	4	24481,18	Medium	Yes	3	0
10484	нагнп	Hotels	Seasonal Low/Mid Traffic	5	9748,27	Low	Yes	1	0
10485	кнгемеж	Supermarket	Seasonal Low/Mid Traffic	7	12666,04	Medium	Yes	4,7	723,333
10486	якзмвеб апъц	Bar	Seasonal High Traffic	1	45454,42	High	Yes	5,3	939
10487	жюпебн	Supermarket	Residential	5	5612,4	Low	Yes	4,7	1777,41
10488	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	12452,95	Medium	Yes	1	0
10489	йхрем	FSR	Seasonal Low/Mid Traffic	3	16791,82	Medium	Yes	1	0
10490	янгнонк	FSR	Residential	4	31047,42	High	Yes	8	270
10491	якзмвеб апъц	Cafe	Seasonal High Traffic	1	36395,43	High	Yes	1	0
10492	якзмвеб апъц	Bar	Seasonal High Traffic	1	30366,66	High	Yes	3	290
10493	йхрем	Hotels	Seasonal Low/Mid Traffic	3	9756,6	Low	Yes	1	10
10494	онлнпхе	Qsr	Residential	5	16182,93	Medium	No	0	0
10495	якзмвеб апъц	Qsr	Seasonal High Traffic	1	67301,5	High	Yes	1	668
10496	янгнонк	Hotels	Residential	4	28627,76	High	Yes	1	0
10497	онлнпхе	Qsr	Seasonal High Traffic	5	15962,94	Medium	Yes	1,5	201,5
10498	нагнп	Bar	Seasonal Low/Mid Traffic	5	16775,59	Medium	Yes	2	0
10499	опхлнпяйн	Bar	Residential	3	18682,05	Medium	Yes	1,4	0
10500	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	4	5456	Low	Yes	1,3	160
10501	янгнонк	FSR	Residential	4	32781,64	High	Yes	2	0
10502	янгнонк	FSR	Residential	4	32781,64	High	Yes	1	0
10503	янгнонк	FSR	Residential	4	32781,64	High	Yes	1	11,5
10504	онлнпхе	Hotels	Seasonal High Traffic	9	9312,64	Low	Yes	2	140
10505	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	12666,04	Medium	No	0	59
10506	аспцюя	Cafe	Urban High Traffic	3	67756,14	High	Yes	4	1191
10507	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	18672,1	Medium	Yes	1	0
10508	яхмелнпеж	FSR	Rural Affordable	9	4519,32	Low	Yes	1	25
10509	кнгемеж	Hotels	Seasonal Low/Mid Traffic	7	12666,04	Medium	Yes	1	53
10510	якзмвеб апъц	FSR	Seasonal High Traffic	1	30640,23	High	Yes	1	0
10511	якзмвеб апъц	Hotels	Seasonal High Traffic	1	37228,72	High	Yes	3,3	0
10512	яберх бкюя	Qsr	Seasonal Low/Mid Traffic	3	22216,86	Medium	No	0	128
10513	меяеазп	Qsr	Seasonal High Traffic	2	48223,57	High	Yes	5	551,5
10514	янгнонк	FSR	Residential	4	32781,64	High	Yes	2	0
10515	жюпебн	FSR	Residential	5	5782,87	Low	Yes	3,5	553
10516	янгнонк	Supermarket	Residential	4	28627,76	High	Yes	3,5	587
10517	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	16465,43	Medium	No	0	26
10518	янгнонк	Qsr	Residential	4	28627,76	High	Yes	3,2	0
10519	якзмвеб апъц	Hotels	Seasonal High Traffic	2	20929,76	Medium	Yes	1	0
10520	меяеазп	FSR	Seasonal Low/Mid Traffic	2	2838,64	Low	Yes	1	235
10521	янгнонк	FSR	Residential	4	32781,64	High	Yes	1	0
10522	якзмвеб апъц	Bar	Seasonal High Traffic	1	48099,25	High	Yes	0,6	167
10523	вепмнлнпеж	Qsr	Residential	5	19462,17	Medium	No	0	207
10524	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	12666,04	Medium	Yes	2	269,917
10525	янгнонк	Supermarket	Residential	4	32781,64	High	Yes	2	117
10526	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	13633,72	Medium	Yes	1	0
10527	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	1	0
10528	йхрем	FSR	Seasonal Low/Mid Traffic	3	17437,47	Medium	Yes	2	0
10529	жюпебн	Cafe	Residential	5	12826,76	Medium	Yes	1	51
10530	жюпебн	FSR	Residential	5	14326,14	Medium	Yes	1	125
10531	янгнонк	FSR	Seasonal Low/Mid Traffic	5	11204,75	Medium	No	0	0
10532	янгнонк	FSR	Residential	4	31289,9	High	Yes	2	0
10533	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	17998,88	Medium	Yes	4,2	1041
10534	опхлнпяйн	FSR	Residential	10	12649,6	Medium	Yes	1	0
10535	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	13897,6	Medium	Yes	1	21
10536	опхлнпяйн	Qsr	Residential	3	29807,86	High	Yes	1	0
10537	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	9074,89	Low	Yes	1	0
10538	нагнп	Supermarket	Seasonal Low/Mid Traffic	5	23717,54	Medium	Yes	4,5	862
10539	йхрем	FSR	Seasonal Low/Mid Traffic	3	17773,11	Medium	Yes	2	75
10540	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	1	0
10541	юурнонк	FSR	Rural Affordable	5	5904,13	Low	Yes	1,5	120,17
10542	якзмвеб апъц	Hotels	Seasonal Low/Mid Traffic	3	15748,89	Medium	Yes	1	60
10543	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	12131,28	Medium	Yes	0,7	0
10544	меяеазп	FSR	Seasonal High Traffic	2	34254,67	High	Yes	1,7	0
10545	аспцюя	FSR	Seasonal High Traffic	3	44248,88	High	Yes	2	199,666
10546	йхрем	FSR	Seasonal Low/Mid Traffic	3	17437,47	Medium	Yes	2	0
10547	аъкю	FSR	Seasonal Low/Mid Traffic	4	4299,85	Low	Yes	10	555
10548	якзмвеб апъц	FSR	Seasonal High Traffic	2	28304,64	High	No	0	60
10549	якзмвеб апъц	Hotels	Seasonal High Traffic	2	21682,12	Medium	Yes	5	0
10550	якзмвеб апъц	Bar	Urban High Traffic	1	38667,16	High	Yes	3	237
10551	ьйнпохкнбжх	Hotels	Seasonal Low/Mid Traffic	7	524,27	Low	Yes	0	0
10552	опхлнпяйн	Supermarket	Residential	3	18682,05	Medium	Yes	3	255,749
10553	янгнонк	Cafe	Residential	4	28627,76	High	Yes	2,5	983
10554	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	10705,67	Medium	Yes	3	0
10555	яберх бкюя	FSR	Seasonal Low/Mid Traffic	4	18709,3	Medium	Yes	6	540
10556	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	1,4	313
10557	опхлнпяйн	Supermarket	Seasonal Low/Mid Traffic	3	17254,27	Medium	Yes	3,5	313
10558	меяеазп	Hotels	Seasonal High Traffic	2	31626,91	High	Yes	3	0
10559	якзмвеб апъц	Hotels	Seasonal High Traffic	2	17442,42	Medium	Yes	3,3	108
10560	бюпмю	Bar	Seasonal Low/Mid Traffic	3	8057,19	Low	Yes	4	0
10561	аспцюя	Bar	Seasonal Low/Mid Traffic	4	947,17	Low	Yes	3	0
10562	пюбдю	Cafe	Seasonal Low/Mid Traffic	4	15146,67	Medium	Yes	4,3	1107
10563	янгнонк	FSR	Residential	4	32781,64	High	Yes	2	35
10564	якзмвеб апъц	FSR	Seasonal High Traffic	2	18010,85	Medium	Yes	1	0
10565	вепмнлнпеж	FSR	Residential	5	19462,17	Medium	Yes	2	0
10566	аспцюя	Cafe	Seasonal High Traffic	4	13712,1	Medium	Yes	0,7	0
10567	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	17439,81	Medium	Yes	3	0
10568	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	9201,41	Low	Yes	5,2	805
10569	опхлнпяйн	Supermarket	Seasonal Low/Mid Traffic	3	20384,35	Medium	Yes	11,2	2344,834
10570	йхрем	Hotels	Seasonal Low/Mid Traffic	3	14396,65	Medium	No	0	47
10571	онлнпхе	Hotels	Residential	5	19734,45	Medium	Yes	0,7	29
10572	нагнп	FSR	Seasonal Low/Mid Traffic	5	19805,56	Medium	Yes	1	25
10573	жюпебн	FSR	Seasonal Low/Mid Traffic	9	4622,14	Low	Yes	3,3	183,5
10574	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	22101,84	Medium	No	0	0
10575	вепмнлнпеж	Hotels	Seasonal High Traffic	5	17557,47	Medium	Yes	3	0
10576	жюпебн	FSR	Seasonal Low/Mid Traffic	10	3311,17	Low	Yes	1,7	398
10577	жюпебн	Supermarket	Seasonal Low/Mid Traffic	10	3965,58	Low	Yes	3,5	1735,5
10578	жюпебн	Hotels	Residential	5	12924,91	Medium	Yes	1,7	21
10579	нагнп	Qsr	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	1	205,5
10580	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	0,3	0
10581	нагнп	FSR	Seasonal Low/Mid Traffic	5	25084,64	Medium	Yes	1,5	272,5
10582	янгнонк	FSR	Residential	5	19462,17	Medium	Yes	4,5	0
10583	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	3	0
10584	якзмвеб апъц	Hotels	Seasonal High Traffic	2	18885,07	Medium	Yes	1	300
10585	кнгемеж	Hotels	Seasonal Low/Mid Traffic	7	13872,91	Medium	Yes	5	20
10586	йхрем	Hotels	Seasonal Low/Mid Traffic	3	5916	Low	Yes	1	27
10587	опхлнпяйн	FSR	Residential	3	16927	Medium	No	0	17
10588	кнгемеж	Qsr	Seasonal Low/Mid Traffic	7	12859,76	Medium	Yes	1	0
10589	янгнонк	Hotels	Residential	5	3171,36	Low	Yes	1	0
10590	меяеазп	FSR	Residential	2	14678,83	Medium	Yes	1	116
10591	вепмнлнпеж	FSR	Residential	5	19462,17	Medium	Yes	1	12
10592	якзмвеб апъц	Qsr	Seasonal High Traffic	2	33653,76	High	Yes	1,7	0
10593	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	24647,9	Medium	Yes	2	0
10594	аспцюя	Qsr	Residential	6	4106,6	Low	No	0	53
10595	вепмнлнпеж	Qsr	Residential	5	19462,17	Medium	Yes	2,2	64
10596	меяеазп	FSR	Residential	2	24219,73	Medium	No	0	113
10597	йхрем	Qsr	Seasonal Low/Mid Traffic	3	19501	Medium	No	0	0
10598	меяеазп	FSR	Seasonal High Traffic	2	37882,8	High	Yes	4,6	0
10599	нагнп	FSR	Seasonal Low/Mid Traffic	5	13437,79	Medium	Yes	13,3	699,292
10600	яхмелнпеж	Cafe	Rural Affordable	8	6338,59	Low	Yes	1	14
